Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,GDP,Status,Status_Encoded
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,132,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",124,No,No,Yes,Female,No,20,6,10,6,13,0,0,6,11,5,12,0,0,Un-Dropout,1
Single,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,140,Unknown,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,102,No,No,Yes,Female,No,26,6,8,4,11,0,0,6,12,0,0,0,0,Dropout,0
Single,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",97,No,Yes,No,Male,No,36,5,10,0,0,0,0,5,5,0,0,0,-4,Dropout,0
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,128,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,134,No,No,No,Male,No,19,0,0,0,0,0,0,0,0,0,0,0,1,Dropout,0
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,120,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,113,No,No,No,Male,No,27,5,0,0,0,0,0,5,0,0,0,0,-4,Dropout,0
Single,1st phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,120,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,teachers,sellers,116,No,No,Yes,Male,No,18,5,9,1,13,0,0,5,5,0,0,0,3,Dropout,0
Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,139,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,124,Yes,No,Yes,Male,Yes,18,8,8,7,13,0,0,8,8,7,13,0,1,Un-Dropout,1
Single,Over 23 years old,1,Communication Design,Daytime,Secondary education,139,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117,No,No,Yes,Male,No,28,6,0,0,0,0,0,6,0,0,0,0,1,Dropout,0
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Technological specialization course,150,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,154,Yes,No,Yes,Male,No,21,0,0,0,0,0,0,0,0,0,0,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,138,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,141,No,No,Yes,Male,No,19,7,7,6,13,0,0,7,7,6,13,0,0,Un-Dropout,1
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,12th year of schooling - not completed,133,Frequency of Higher Education,Technical-professional course,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,120,No,Yes,No,Male,No,26,5,5,0,0,0,0,5,5,0,0,5,-3,Dropout,0
Single,Change of institution/course,1,Informatics Engineering,Daytime,Secondary education,136,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",133,Yes,No,Yes,Male,No,20,9,12,9,13,0,2,7,9,6,13,0,2,Dropout,0
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,134,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,122,Yes,No,Yes,Male,No,19,8,8,7,12,0,0,8,8,7,12,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,140,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,120,Yes,No,Yes,Male,No,21,5,8,3,10,0,0,5,10,4,11,0,-1,Dropout,0
Single,Short cycle diploma holders,1,Advertising and Marketing Management,Daytime,Professional higher technical course,110,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,No,No,Yes,Male,Yes,23,6,7,5,13,0,0,6,7,6,12,0,3,Un-Dropout,1
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 2nd cycle (6th/7th/8th year) or equiv.,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,95,No,No,Yes,Male,No,29,6,11,6,12,0,0,6,6,6,14,0,2,Un-Dropout,1
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,129,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,120,No,No,Yes,Male,No,20,8,8,7,15,0,0,8,8,7,15,0,-1,Un-Dropout,1
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary education,116,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,111,No,No,Yes,Male,No,18,6,8,6,12,0,0,6,7,6,11,0,-4,Un-Dropout,1
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,130,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",128,Yes,No,Yes,Male,No,19,6,8,5,12,0,0,6,8,5,12,0,-3,Un-Dropout,1
Single,Holders of other higher courses,1,Oral Hygiene,Daytime,Higher education - degree,130,Secondary Education - 12th Year of Schooling or Eq.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,130,No,No,No,Male,No,23,7,7,3,13,0,3,8,8,3,11,4,1,Dropout,0
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,116,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",111,No,No,Yes,Male,No,21,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,0
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,136,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,122,Yes,No,Yes,Male,No,18,5,6,5,12,0,0,5,7,4,12,0,-4,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,147,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",134,Yes,No,Yes,Male,Yes,18,0,0,0,0,0,0,0,0,0,0,0,1,Un-Dropout,1
Single,1st phase - general contingent,5,Communication Design,Daytime,Secondary education,117,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131,Yes,Yes,No,Male,No,21,6,6,1,14,0,0,6,7,0,0,7,-3,Dropout,0
Single,Change of institution/course,1,Social Service,Daytime,Secondary education,141,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,125,No,No,Yes,Male,No,22,6,6,0,0,0,0,6,7,0,0,0,2,Dropout,0
Single,3rd phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,133,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,106,Yes,No,Yes,Male,No,21,7,8,7,12,0,0,7,11,5,12,0,3,Un-Dropout,1
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,133,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128,Yes,No,No,Male,No,32,7,0,0,0,0,0,8,0,0,0,0,0,Dropout,0
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education - degree,120,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",120,Yes,No,Yes,Male,No,27,18,21,18,11,0,10,13,16,13,11,1,-4,Un-Dropout,1
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,148,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,134,Yes,No,Yes,Male,No,18,7,7,6,13,0,0,7,7,6,13,0,0,Un-Dropout,1
Single,Over 23 years old,1,Communication Design,Daytime,Secondary education,130,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,112,Yes,No,Yes,Male,Yes,24,6,6,6,15,0,0,6,6,2,16,0,-4,Un-Dropout,1
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,120,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Unskilled Workers,116,Yes,No,Yes,Male,No,22,5,9,2,10,0,0,5,5,0,0,0,-1,Dropout,0
Single,Change of course,1,Equinculture,Daytime,Secondary education,120,Higher Education - Bachelor's Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Specialists in Intellectual and Scientific Activities,120,Yes,No,No,Male,No,22,6,0,0,0,0,0,4,6,0,0,2,1,Dropout,0
Single,1st phase - general contingent,3,Management,Daytime,Secondary education,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",119,Yes,No,Yes,Male,No,19,5,8,5,13,0,0,5,6,5,11,0,0,Un-Dropout,1
Single,2nd phase - general contingent,6,Informatics Engineering,Daytime,Secondary education,129,Basic education 1st cycle (4th/5th year) or equiv.,2nd year complementary high school course,Administrative staff,Other Situation,117,Yes,No,Yes,Male,No,19,5,10,0,0,0,0,5,5,0,0,0,0,Dropout,0
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,118,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,112,Yes,No,Yes,Male,No,21,5,7,4,11,0,0,5,15,3,10,4,1,Un-Dropout,1
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,140,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Skilled Workers in Industry, Construction and Craftsmen",131,Yes,No,Yes,Female,Yes,18,8,8,8,13,0,0,8,8,8,13,0,-3,Un-Dropout,1
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,127,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Armed Forces Professions,130,Yes,No,Yes,Female,No,18,6,8,6,11,0,0,6,8,5,12,0,-3,Un-Dropout,1
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,131,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134,Yes,Yes,Yes,Female,No,20,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,0
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,132,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Unskilled Workers,127,Yes,No,Yes,Female,No,19,6,7,6,12,0,0,6,7,6,13,0,0,Un-Dropout,1
Single,2nd phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,113,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,cleaning workers,"Workers in food processing, woodworking, clothing and other industries and crafts",110,Yes,Yes,Yes,Female,No,19,6,6,5,11,0,0,6,6,6,12,0,3,Un-Dropout,1
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,115,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,108,Yes,No,Yes,Female,Yes,18,6,9,5,11,0,0,6,6,6,11,0,1,Un-Dropout,1
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Unskilled Workers,138,Yes,No,Yes,Female,No,20,6,11,6,13,0,0,6,10,6,13,0,0,Un-Dropout,1
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,150,Other - 11th Year of Schooling,Basic education 1st cycle (4th/5th year) or equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,147,No,Yes,Yes,Female,Yes,22,7,7,7,13,0,5,9,9,9,13,0,1,Un-Dropout,1
Married,Over 23 years old,1,Oral Hygiene,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,123,No,No,Yes,Female,No,31,7,13,6,11,0,0,7,8,7,12,0,1,Un-Dropout,1
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,141,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,142,No,No,Yes,Female,Yes,19,7,7,7,14,0,0,7,7,7,14,0,0,Un-Dropout,1
Single,1st phase - general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,140,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,138,Yes,No,Yes,Female,No,18,0,0,0,0,0,0,0,0,0,0,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,136,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125,Yes,No,Yes,Female,Yes,18,6,8,6,12,0,0,6,9,5,12,0,3,Un-Dropout,1
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,140,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Other Situation,141,No,No,Yes,Female,No,21,5,7,5,14,0,0,5,5,5,13,0,0,Un-Dropout,1
Single,2nd phase - general contingent,5,Nursing,Daytime,Secondary education,143,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130,Yes,No,Yes,Female,Yes,18,7,8,7,13,0,0,8,9,8,15,0,0,Un-Dropout,1
Single,Technological specialization diploma holders,1,Management,Daytime,Technological specialization course,130,Higher Education - Bachelor's Degree,Basic education 1st cycle (4th/5th year) or equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,130,No,Yes,No,Male,No,25,5,6,0,0,0,0,5,5,0,0,0,-4,Dropout,0
Single,International student (bachelor),1,Informatics Engineering,Daytime,Secondary education,133,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,100,No,Yes,Yes,Male,No,21,5,5,0,0,0,0,6,8,0,0,0,2,Dropout,0
Single,3rd phase - general contingent,2,Nursing,Daytime,Secondary education,129,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",119,Yes,No,Yes,Female,Yes,19,8,8,7,12,0,0,8,8,7,12,0,1,Un-Dropout,1
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,132,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124,Yes,No,Yes,Female,No,19,6,6,5,12,0,0,6,7,5,10,0,1,Un-Dropout,1
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,118,7th Year (Old),Unknown,"Personal Services, Security and Safety Workers and Sellers",Student,122,Yes,No,Yes,Female,No,22,6,10,4,10,0,0,6,14,1,11,0,0,Dropout,0
Single,International student (bachelor),1,Management,Daytime,Secondary education,150,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150,No,No,Yes,Male,No,19,5,5,5,10,0,0,5,8,5,11,0,1,Un-Dropout,1
